timestamp_local,aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_utc,ts
2/20/2022 2:00,79,171,2022-02-19:19,7.7,72,35,25.33,31.3,2022-02-19T19:00:00,1645297200
2/20/2022 1:00,80,172.2,2022-02-19:18,8,72,36,26,32,2022-02-19T18:00:00,1645293600
2/20/2022 0:00,82,174.3,2022-02-19:17,8,70.3,37,26.67,32,2022-02-19T17:00:00,1645290000
2/19/2022 23:00,83,176.4,2022-02-19:16,8,68.7,38,27.33,32,2022-02-19T16:00:00,1645286400
2/19/2022 22:00,85,178.6,2022-02-19:15,8,67,39,28,32,2022-02-19T15:00:00,1645282800
2/19/2022 21:00,84,179.4,2022-02-19:14,8,65.7,39,27.67,29.7,2022-02-19T14:00:00,1645279200
2/19/2022 20:00,83,180.1,2022-02-19:13,8,64.3,39,27.33,27.3,2022-02-19T13:00:00,1645275600
2/19/2022 19:00,82,180.9,2022-02-19:12,8,63,39,27,25,2022-02-19T12:00:00,1645272000
2/19/2022 18:00,81,180.1,2022-02-19:11,7.7,63.7,37.7,26.33,23.3,2022-02-19T11:00:00,1645268400
2/19/2022 17:00,80,179.4,2022-02-19:10,7.3,64.3,36.3,25.67,21.7,2022-02-19T10:00:00,1645264800
2/19/2022 16:00,78,178.6,2022-02-19:09,7,65,35,25,20,2022-02-19T09:00:00,1645261200
2/19/2022 15:00,75,179.2,2022-02-19:08,6.7,65,33.3,23.67,19,2022-02-19T08:00:00,1645257600
2/19/2022 14:00,72,179.7,2022-02-19:07,6.3,65,31.7,22.33,18,2022-02-19T07:00:00,1645254000
2/19/2022 13:00,69,180.3,2022-02-19:06,6,65,30,21,17,2022-02-19T06:00:00,1645250400
2/19/2022 12:00,68,183.8,2022-02-19:05,6.3,62.3,29,20.33,16.7,2022-02-19T05:00:00,1645246800
2/19/2022 11:00,67,187.3,2022-02-19:04,6.7,59.7,28,19.67,16.3,2022-02-19T04:00:00,1645243200
2/19/2022 10:00,65,190.8,2022-02-19:03,7,57,27,19,16,2022-02-19T03:00:00,1645239600
2/19/2022 9:00,68,202.3,2022-02-19:02,8.3,52.3,28.7,20.33,18.3,2022-02-19T02:00:00,1645236000
2/19/2022 8:00,71,213.8,2022-02-19:01,9.7,47.7,30.3,21.67,20.7,2022-02-19T01:00:00,1645232400
2/19/2022 7:00,74,225.3,2022-02-19:00,11,43,32,23,23,2022-02-19T00:00:00,1645228800
2/19/2022 6:00,77,236,2022-02-18:23,12,41.3,34,24.33,27.7,2022-02-18T23:00:00,1645225200
2/19/2022 5:00,80,246.7,2022-02-18:22,13,39.7,36,25.67,32.3,2022-02-18T22:00:00,1645221600
2/19/2022 4:00,82,257.4,2022-02-18:21,14,38,38,27,37,2022-02-18T21:00:00,1645218000
2/19/2022 3:00,90,268.3,2022-02-18:20,15.3,38,42.3,30.33,42,2022-02-18T20:00:00,1645214400
2/19/2022 2:00,97,279.2,2022-02-18:19,16.7,38,46.7,33.67,47,2022-02-18T19:00:00,1645210800
2/19/2022 1:00,104,290,2022-02-18:18,18,38,51,37,52,2022-02-18T18:00:00,1645207200
2/19/2022 0:00,112,278,2022-02-18:17,18,41,55.7,40,48.3,2022-02-18T17:00:00,1645203600
2/18/2022 23:00,121,265.9,2022-02-18:16,18,44,60.3,43,44.7,2022-02-18T16:00:00,1645200000
2/18/2022 22:00,129,253.9,2022-02-18:15,18,47,65,46,41,2022-02-18T15:00:00,1645196400
2/18/2022 21:00,125,225.3,2022-02-18:14,16.3,48.7,63,44.67,36.3,2022-02-18T14:00:00,1645192800
2/18/2022 20:00,121,196.7,2022-02-18:13,14.7,50.3,61,43.33,31.7,2022-02-18T13:00:00,1645189200
2/18/2022 19:00,118,168.1,2022-02-18:12,13,52,59,42,27,2022-02-18T12:00:00,1645185600
2/18/2022 18:00,111,150.4,2022-02-18:11,11,55.7,55.3,39.33,23.7,2022-02-18T11:00:00,1645182000
2/18/2022 17:00,103,132.7,2022-02-18:10,9,59.3,51.7,36.67,20.3,2022-02-18T10:00:00,1645178400
2/18/2022 16:00,98,115,2022-02-18:09,7,63,48,34,17,2022-02-18T09:00:00,1645174800
2/18/2022 15:00,95,112.4,2022-02-18:08,6.3,64,46.7,32.67,15,2022-02-18T08:00:00,1645171200
2/18/2022 14:00,92,109.9,2022-02-18:07,5.7,65,45.3,31.33,13,2022-02-18T07:00:00,1645167600
2/18/2022 13:00,89,107.4,2022-02-18:06,5,66,44,30,11,2022-02-18T06:00:00,1645164000
2/18/2022 12:00,96,118.5,2022-02-18:05,6.3,63,48.7,33.33,13,2022-02-18T05:00:00,1645160400
2/18/2022 11:00,103,129.6,2022-02-18:04,7.7,60,53.3,36.67,15,2022-02-18T04:00:00,1645156800
2/18/2022 10:00,112,140.6,2022-02-18:03,9,57,58,40,17,2022-02-18T03:00:00,1645153200
2/18/2022 9:00,146,182.9,2022-02-18:02,14,47.3,75,52.33,25,2022-02-18T02:00:00,1645149600
2/18/2022 8:00,162,225.1,2022-02-18:01,19,37.7,92,64.67,33,2022-02-18T01:00:00,1645146000
2/18/2022 7:00,179,267.3,2022-02-18:00,24,28,109,77,41,2022-02-18T00:00:00,1645142400
2/18/2022 6:00,184,277,2022-02-17:23,25.7,29.3,114.3,81,48,2022-02-17T23:00:00,1645138800
2/18/2022 5:00,189,286.7,2022-02-17:22,27.3,30.7,119.7,85,55,2022-02-17T22:00:00,1645135200
2/18/2022 4:00,195,296.5,2022-02-17:21,29,32,125,89,62,2022-02-17T21:00:00,1645131600
2/18/2022 3:00,190,280.9,2022-02-17:20,28,35.3,120.3,85.33,62.3,2022-02-17T20:00:00,1645128000
2/18/2022 2:00,185,265.3,2022-02-17:19,27,38.7,115.7,81.67,62.7,2022-02-17T19:00:00,1645124400
2/18/2022 1:00,180,249.8,2022-02-17:18,26,42,111,78,63,2022-02-17T18:00:00,1645120800
2/18/2022 0:00,173,234.4,2022-02-17:17,23.3,45,103.7,73,55.7,2022-02-17T17:00:00,1645117200
2/17/2022 23:00,167,219,2022-02-17:16,20.7,48,96.3,68,48.3,2022-02-17T16:00:00,1645113600
2/17/2022 22:00,160,203.7,2022-02-17:15,18,51,89,63,41,2022-02-17T15:00:00,1645110000
2/17/2022 21:00,159,198.2,2022-02-17:14,17,51,87.7,62.33,38,2022-02-17T14:00:00,1645106400
2/17/2022 20:00,158,192.8,2022-02-17:13,16,51,86.3,61.67,35,2022-02-17T13:00:00,1645102800
2/17/2022 19:00,157,187.3,2022-02-17:12,15,51,85,61,32,2022-02-17T12:00:00,1645099200
2/17/2022 18:00,144,170.6,2022-02-17:11,12.3,58.3,72.3,51.67,26.3,2022-02-17T11:00:00,1645095600
2/17/2022 17:00,119,153.9,2022-02-17:10,9.7,65.7,59.7,42.33,20.7,2022-02-17T10:00:00,1645092000
2/17/2022 16:00,95,137.1,2022-02-17:09,7,73,47,33,15,2022-02-17T09:00:00,1645088400
2/17/2022 15:00,95,139.9,2022-02-17:08,6.7,75.3,47,33,13.7,2022-02-17T08:00:00,1645084800
2/17/2022 14:00,95,142.6,2022-02-17:07,6.3,77.7,47,33,12.3,2022-02-17T07:00:00,1645081200
2/17/2022 13:00,95,145.3,2022-02-17:06,6,80,47,33,11,2022-02-17T06:00:00,1645077600
2/17/2022 12:00,122,178.6,2022-02-17:05,9.3,73,62,43.67,16,2022-02-17T05:00:00,1645074000
2/17/2022 11:00,151,211.8,2022-02-17:04,12.7,66,77,54.33,21,2022-02-17T04:00:00,1645070400
2/17/2022 10:00,163,245.1,2022-02-17:03,16,59,92,65,26,2022-02-17T03:00:00,1645066800
2/17/2022 9:00,196,332.3,2022-02-17:02,23.3,44.7,127,89.67,35.7,2022-02-17T02:00:00,1645063200
2/17/2022 8:00,228,419.4,2022-02-17:01,30.7,30.3,162,114.33,45.3,2022-02-17T01:00:00,1645059600
2/17/2022 7:00,261,506.6,2022-02-17:00,38,16,197,139,55,2022-02-17T00:00:00,1645056000
2/17/2022 6:00,257,491.2,2022-02-16:23,38.7,19.3,192.3,136,64.7,2022-02-16T23:00:00,1645052400
2/17/2022 5:00,253,475.8,2022-02-16:22,39.3,22.7,187.7,133,74.3,2022-02-16T22:00:00,1645048800
2/17/2022 4:00,249,460.5,2022-02-16:21,40,26,183,130,84,2022-02-16T21:00:00,1645045200
2/17/2022 3:00,256,472.3,2022-02-16:20,42.3,23.7,191,135.33,91.3,2022-02-16T20:00:00,1645041600
2/17/2022 2:00,263,484.2,2022-02-16:19,44.7,21.3,199,140.67,98.7,2022-02-16T19:00:00,1645038000
2/17/2022 1:00,270,496.1,2022-02-16:18,47,19,207,146,106,2022-02-16T18:00:00,1645034400
2/17/2022 0:00,261,467.5,2022-02-16:17,43.7,22.7,196.7,139,95,2022-02-16T17:00:00,1645030800
2/16/2022 23:00,252,438.9,2022-02-16:16,40.3,26.3,186.3,132,84,2022-02-16T16:00:00,1645027200
2/16/2022 22:00,242,410.3,2022-02-16:15,37,30,176,125,73,2022-02-16T15:00:00,1645023600
2/16/2022 21:00,241,403.7,2022-02-16:14,35.3,29.3,173.7,123.67,66.3,2022-02-16T14:00:00,1645020000
2/16/2022 20:00,239,397,2022-02-16:13,33.7,28.7,171.3,122.33,59.7,2022-02-16T13:00:00,1645016400
2/16/2022 19:00,237,390.4,2022-02-16:12,32,28,169,121,53,2022-02-16T12:00:00,1645012800
2/16/2022 18:00,200,337.5,2022-02-16:11,23.7,49.7,129.7,92.67,41.7,2022-02-16T11:00:00,1645009200
2/16/2022 17:00,162,284.6,2022-02-16:10,15.3,71.3,90.3,64.33,30.3,2022-02-16T10:00:00,1645005600
2/16/2022 16:00,102,231.7,2022-02-16:09,7,93,51,36,19,2022-02-16T09:00:00,1645002000
2/16/2022 15:00,112,246.5,2022-02-16:08,8,89.3,56.3,39.67,23.3,2022-02-16T08:00:00,1644998400
2/16/2022 14:00,121,261.3,2022-02-16:07,9,85.7,61.7,43.33,27.7,2022-02-16T07:00:00,1644994800
2/16/2022 13:00,131,276,2022-02-16:06,10,82,67,47,32,2022-02-16T06:00:00,1644991200
2/16/2022 12:00,156,310.9,2022-02-16:05,13.3,70.3,85.3,60,37.3,2022-02-16T05:00:00,1644987600
2/16/2022 11:00,173,345.7,2022-02-16:04,16.7,58.7,103.7,73,42.7,2022-02-16T04:00:00,1644984000
2/16/2022 10:00,191,380.5,2022-02-16:03,20,47,122,86,48,2022-02-16T03:00:00,1644980400
2/16/2022 9:00,205,414.2,2022-02-16:02,24.3,39.7,137,96.67,53.7,2022-02-16T02:00:00,1644976800
2/16/2022 8:00,219,447.8,2022-02-16:01,28.7,32.3,152,107.33,59.3,2022-02-16T01:00:00,1644973200
2/16/2022 7:00,233,481.5,2022-02-16:00,33,25,167,118,65,2022-02-16T00:00:00,1644969600
2/16/2022 6:00,239,492.8,2022-02-15:23,35.3,26.3,172.3,122,75,2022-02-15T23:00:00,1644966000
2/16/2022 5:00,244,504,2022-02-15:22,37.7,27.7,177.7,126,85,2022-02-15T22:00:00,1644962400
2/16/2022 4:00,249,515.3,2022-02-15:21,40,29,183,130,95,2022-02-15T21:00:00,1644958800
2/16/2022 3:00,241,489.4,2022-02-15:20,38,34,174.7,124,95,2022-02-15T20:00:00,1644955200
2/16/2022 2:00,233,463.6,2022-02-15:19,36,39,166.3,118,95,2022-02-15T19:00:00,1644951600
2/16/2022 1:00,225,437.7,2022-02-15:18,34,44,158,112,95,2022-02-15T18:00:00,1644948000
2/16/2022 0:00,217,414.7,2022-02-15:17,31.3,46,149.3,106,86,2022-02-15T17:00:00,1644944400
2/15/2022 23:00,209,391.8,2022-02-15:16,28.7,48,140.7,100,77,2022-02-15T16:00:00,1644940800
2/15/2022 22:00,201,368.8,2022-02-15:15,26,50,132,94,68,2022-02-15T15:00:00,1644937200
2/15/2022 21:00,196,354.4,2022-02-15:14,24.3,50.7,126.7,90,62,2022-02-15T14:00:00,1644933600
2/15/2022 20:00,191,340,2022-02-15:13,22.7,51.3,121.3,86,56,2022-02-15T13:00:00,1644930000
2/15/2022 19:00,185,325.6,2022-02-15:12,21,52,116,82,50,2022-02-15T12:00:00,1644926400
2/15/2022 18:00,169,300.2,2022-02-15:11,17,62,99,70,43.3,2022-02-15T11:00:00,1644922800
2/15/2022 17:00,153,274.7,2022-02-15:10,13,72,82,58,36.7,2022-02-15T10:00:00,1644919200
2/15/2022 16:00,129,249.2,2022-02-15:09,9,82,65,46,30,2022-02-15T09:00:00,1644915600
2/15/2022 15:00,118,241.6,2022-02-15:08,8,84.7,59.3,42,28.3,2022-02-15T08:00:00,1644912000
2/15/2022 14:00,107,234,2022-02-15:07,7,87.3,53.7,38,26.7,2022-02-15T07:00:00,1644908400
2/15/2022 13:00,98,226.4,2022-02-15:06,6,90,48,34,25,2022-02-15T06:00:00,1644904800
2/15/2022 12:00,112,240.4,2022-02-15:05,8,85,56.3,40,27.3,2022-02-15T05:00:00,1644901200
2/15/2022 11:00,129,254.4,2022-02-15:04,10,80,64.7,46,29.7,2022-02-15T04:00:00,1644897600
2/15/2022 10:00,145,268.5,2022-02-15:03,12,75,73,52,32,2022-02-15T03:00:00,1644894000
2/15/2022 9:00,183,367.5,2022-02-15:02,21.3,56.7,113,80,42.3,2022-02-15T02:00:00,1644890400
2/15/2022 8:00,220,466.5,2022-02-15:01,30.7,38.3,153,108,52.7,2022-02-15T01:00:00,1644886800
2/15/2022 7:00,257,565.5,2022-02-15:00,40,20,193,136,63,2022-02-15T00:00:00,1644883200
2/15/2022 6:00,269,578.7,2022-02-14:23,43,18,205.7,145,76,2022-02-14T23:00:00,1644879600
2/15/2022 5:00,154,592,2022-02-14:22,46,16,218.3,154,89,2022-02-14T22:00:00,1644876000
2/15/2022 4:00,163,605.2,2022-02-14:21,49,14,231,163,102,2022-02-14T21:00:00,1644872400
2/15/2022 3:00,157,568.4,2022-02-14:20,47.7,17,222.3,157,106,2022-02-14T20:00:00,1644868800
2/15/2022 2:00,151,531.7,2022-02-14:19,46.3,20,213.7,151,110,2022-02-14T19:00:00,1644865200
2/15/2022 1:00,269,494.9,2022-02-14:18,45,23,205,145,114,2022-02-14T18:00:00,1644861600
2/15/2022 0:00,257,457.7,2022-02-14:17,41.7,26.7,192,136,101,2022-02-14T17:00:00,1644858000
2/14/2022 23:00,245,420.6,2022-02-14:16,38.3,30.3,179,127,88,2022-02-14T16:00:00,1644854400
2/14/2022 22:00,233,383.4,2022-02-14:15,35,34,166,118,75,2022-02-14T15:00:00,1644850800
2/14/2022 21:00,220,354.4,2022-02-14:14,30.3,39.7,152,108,65.7,2022-02-14T14:00:00,1644847200
2/14/2022 20:00,207,325.5,2022-02-14:13,25.7,45.3,138,98,56.3,2022-02-14T13:00:00,1644843600
2/14/2022 19:00,193,296.5,2022-02-14:12,21,51,124,88,47,2022-02-14T12:00:00,1644840000
2/14/2022 18:00,171,263.2,2022-02-14:11,15.7,66.7,100.3,71.33,38.3,2022-02-14T11:00:00,1644836400
2/14/2022 17:00,152,229.9,2022-02-14:10,10.3,82.3,76.7,54.67,29.7,2022-02-14T10:00:00,1644832800
2/14/2022 16:00,107,196.7,2022-02-14:09,5,98,53,38,21,2022-02-14T09:00:00,1644829200
2/14/2022 15:00,103,196.3,2022-02-14:08,5,97.7,51,36.33,20.7,2022-02-14T08:00:00,1644825600
2/14/2022 14:00,99,195.9,2022-02-14:07,5,97.3,49,34.67,20.3,2022-02-14T07:00:00,1644822000
2/14/2022 13:00,95,195.5,2022-02-14:06,5,97,47,33,20,2022-02-14T06:00:00,1644818400
2/14/2022 12:00,97,199.8,2022-02-14:05,5.3,91,47.7,33.67,21.7,2022-02-14T05:00:00,1644814800
2/14/2022 11:00,98,204.1,2022-02-14:04,5.7,85,48.3,34.33,23.3,2022-02-14T04:00:00,1644811200
2/14/2022 10:00,100,208.3,2022-02-14:03,6,79,49,35,25,2022-02-14T03:00:00,1644807600
2/14/2022 9:00,110,217.7,2022-02-14:02,8,72.7,54.7,39,29,2022-02-14T02:00:00,1644804000
2/14/2022 8:00,121,227,2022-02-14:01,10,66.3,60.3,43,33,2022-02-14T01:00:00,1644800400
2/14/2022 7:00,131,236.4,2022-02-14:00,12,60,66,47,37,2022-02-14T00:00:00,1644796800
2/14/2022 6:00,121,236.2,2022-02-13:23,12.3,61,60.3,43,38.3,2022-02-13T23:00:00,1644793200
2/14/2022 5:00,110,236,2022-02-13:22,12.7,62,54.7,39,39.7,2022-02-13T22:00:00,1644789600
2/14/2022 4:00,100,235.8,2022-02-13:21,13,63,49,35,41,2022-02-13T21:00:00,1644786000
2/14/2022 3:00,103,236.7,2022-02-13:20,13.3,62.3,51,36.33,41.7,2022-02-13T20:00:00,1644782400
2/14/2022 2:00,106,237.7,2022-02-13:19,13.7,61.7,53,37.67,42.3,2022-02-13T19:00:00,1644778800
2/14/2022 1:00,110,238.7,2022-02-13:18,14,61,55,39,43,2022-02-13T18:00:00,1644775200
2/14/2022 0:00,107,235,2022-02-13:17,13.3,61.3,53.3,38,40,2022-02-13T17:00:00,1644771600
2/13/2022 23:00,104,231.3,2022-02-13:16,12.7,61.7,51.7,37,37,2022-02-13T16:00:00,1644768000
2/13/2022 22:00,102,227.6,2022-02-13:15,12,62,50,36,34,2022-02-13T15:00:00,1644764400
2/13/2022 21:00,100,227,2022-02-13:14,11.7,61.3,49.3,35.33,32.3,2022-02-13T14:00:00,1644760800
2/13/2022 20:00,99,226.4,2022-02-13:13,11.3,60.7,48.7,34.67,30.7,2022-02-13T13:00:00,1644757200
2/13/2022 19:00,98,225.9,2022-02-13:12,11,60,48,34,29,2022-02-13T12:00:00,1644753600
2/13/2022 18:00,91,222.2,2022-02-13:11,10,61.7,43.3,31,27,2022-02-13T11:00:00,1644750000
2/13/2022 17:00,85,218.5,2022-02-13:10,9,63.3,38.7,28,25,2022-02-13T10:00:00,1644746400
2/13/2022 16:00,78,214.8,2022-02-13:09,8,65,34,25,23,2022-02-13T09:00:00,1644742800
2/13/2022 15:00,75,217.7,2022-02-13:08,7.7,64.3,32.3,23.67,23.3,2022-02-13T08:00:00,1644739200
2/13/2022 14:00,72,220.6,2022-02-13:07,7.3,63.7,30.7,22.33,23.7,2022-02-13T07:00:00,1644735600
2/13/2022 13:00,69,223.5,2022-02-13:06,7,63,29,21,24,2022-02-13T06:00:00,1644732000
2/13/2022 12:00,72,233.2,2022-02-13:05,8,59,30.7,22,27,2022-02-13T05:00:00,1644728400
2/13/2022 11:00,74,243,2022-02-13:04,9,55,32.3,23,30,2022-02-13T04:00:00,1644724800
2/13/2022 10:00,76,252.7,2022-02-13:03,10,51,34,24,33,2022-02-13T03:00:00,1644721200
2/13/2022 9:00,82,266.9,2022-02-13:02,12.3,45.3,37.7,26.67,38,2022-02-13T02:00:00,1644717600
2/13/2022 8:00,87,281.1,2022-02-13:01,14.7,39.7,41.3,29.33,43,2022-02-13T01:00:00,1644714000
2/13/2022 7:00,93,295.3,2022-02-13:00,17,34,45,32,48,2022-02-13T00:00:00,1644710400
2/13/2022 6:00,110,299.4,2022-02-12:23,17.7,34.3,54.7,39,52,2022-02-12T23:00:00,1644706800
2/13/2022 5:00,129,303.5,2022-02-12:22,18.3,34.7,64.3,46,56,2022-02-12T22:00:00,1644703200
2/13/2022 4:00,148,307.6,2022-02-12:21,19,35,74,53,60,2022-02-12T21:00:00,1644699600
2/13/2022 3:00,154,310.9,2022-02-12:20,19.7,35.7,77.7,55.33,61.7,2022-02-12T20:00:00,1644696000
2/13/2022 2:00,153,314.2,2022-02-12:19,20.3,36.3,81.3,57.67,63.3,2022-02-12T19:00:00,1644692400
2/13/2022 1:00,156,317.5,2022-02-12:18,21,37,85,60,65,2022-02-12T18:00:00,1644688800
2/13/2022 0:00,154,310.1,2022-02-12:17,20.3,39,82.3,58.33,60.3,2022-02-12T17:00:00,1644685200
2/12/2022 23:00,152,302.7,2022-02-12:16,19.7,41,79.7,56.67,55.7,2022-02-12T16:00:00,1644681600
2/12/2022 22:00,153,295.3,2022-02-12:15,19,43,77,55,51,2022-02-12T15:00:00,1644678000
2/12/2022 21:00,153,292.4,2022-02-12:14,18.3,44.7,77.3,55,47.7,2022-02-12T14:00:00,1644674400
2/12/2022 20:00,153,289.5,2022-02-12:13,17.7,46.3,77.7,55,44.3,2022-02-12T13:00:00,1644670800
2/12/2022 19:00,153,286.5,2022-02-12:12,17,48,78,55,41,2022-02-12T12:00:00,1644667200
2/12/2022 18:00,140,277.4,2022-02-12:11,15,51.3,71.3,50.33,38.7,2022-02-12T11:00:00,1644663600
2/12/2022 17:00,128,268.3,2022-02-12:10,13,54.7,64.7,45.67,36.3,2022-02-12T10:00:00,1644660000
2/12/2022 16:00,115,259.1,2022-02-12:09,11,58,58,41,34,2022-02-12T09:00:00,1644656400
2/12/2022 15:00,113,257,2022-02-12:08,10.7,57,57,40.33,34.3,2022-02-12T08:00:00,1644652800
2/12/2022 14:00,112,254.8,2022-02-12:07,10.3,56,56,39.67,34.7,2022-02-12T07:00:00,1644649200
2/12/2022 13:00,110,252.7,2022-02-12:06,10,55,55,39,35,2022-02-12T06:00:00,1644645600
2/12/2022 12:00,118,257.6,2022-02-12:05,10.7,50.7,59.3,42,37.3,2022-02-12T05:00:00,1644642000
2/12/2022 11:00,126,262.4,2022-02-12:04,11.3,46.3,63.7,45,39.7,2022-02-12T04:00:00,1644638400
2/12/2022 10:00,134,267.3,2022-02-12:03,12,42,68,48,42,2022-02-12T03:00:00,1644634800
2/12/2022 9:00,134,282.1,2022-02-12:02,14.3,37,68,48,45.7,2022-02-12T02:00:00,1644631200
2/12/2022 8:00,134,296.9,2022-02-12:01,16.7,32,68,48,49.3,2022-02-12T01:00:00,1644627600
2/12/2022 7:00,134,311.6,2022-02-12:00,19,27,68,48,53,2022-02-12T00:00:00,1644624000
2/12/2022 6:00,145,322.1,2022-02-11:23,21,28,73.7,52,57.7,2022-02-11T23:00:00,1644620400
2/12/2022 5:00,151,332.7,2022-02-11:22,23,29,79.3,56,62.3,2022-02-11T22:00:00,1644616800
2/12/2022 4:00,156,343.2,2022-02-11:21,25,30,85,60,67,2022-02-11T21:00:00,1644613200
2/12/2022 3:00,158,345.9,2022-02-11:20,25.3,32,87.3,61.67,67,2022-02-11T20:00:00,1644609600
2/12/2022 2:00,161,348.6,2022-02-11:19,25.7,34,89.7,63.33,67,2022-02-11T19:00:00,1644606000
2/12/2022 1:00,163,351.3,2022-02-11:18,26,36,92,65,67,2022-02-11T18:00:00,1644602400
2/12/2022 0:00,166,350.2,2022-02-11:17,25,38.7,95.3,67.33,63,2022-02-11T17:00:00,1644598800
2/11/2022 23:00,169,349,2022-02-11:16,24,41.3,98.7,69.67,59,2022-02-11T16:00:00,1644595200
2/11/2022 22:00,172,347.8,2022-02-11:15,23,44,102,72,55,2022-02-11T15:00:00,1644591600
2/11/2022 21:00,173,339.1,2022-02-11:14,22,46.3,102,72.33,50,2022-02-11T14:00:00,1644588000
2/11/2022 20:00,173,330.3,2022-02-11:13,21,48.7,102,72.67,45,2022-02-11T13:00:00,1644584400
2/11/2022 19:00,173,321.6,2022-02-11:12,20,51,102,73,40,2022-02-11T12:00:00,1644580800
2/11/2022 18:00,159,298,2022-02-11:11,16.7,58.3,87.3,62.33,32.7,2022-02-11T11:00:00,1644577200
2/11/2022 17:00,144,274.5,2022-02-11:10,13.3,65.7,72.7,51.67,25.3,2022-02-11T10:00:00,1644573600
2/11/2022 16:00,115,250.9,2022-02-11:09,10,73,58,41,18,2022-02-11T09:00:00,1644570000
2/11/2022 15:00,121,261.1,2022-02-11:08,10.7,71.7,61.3,43.33,20.3,2022-02-11T08:00:00,1644566400
2/11/2022 14:00,128,271.2,2022-02-11:07,11.3,70.3,64.7,45.67,22.7,2022-02-11T07:00:00,1644562800
2/11/2022 13:00,134,281.3,2022-02-11:06,12,69,68,48,25,2022-02-11T06:00:00,1644559200
2/11/2022 12:00,151,307.6,2022-02-11:05,15.7,57.3,79.7,56.33,30.3,2022-02-11T05:00:00,1644555600
2/11/2022 11:00,162,333.8,2022-02-11:04,19.3,45.7,91.3,64.67,35.7,2022-02-11T04:00:00,1644552000
2/11/2022 10:00,173,360.1,2022-02-11:03,23,34,103,73,41,2022-02-11T03:00:00,1644548400
2/11/2022 9:00,184,387.9,2022-02-11:02,27,26,114.3,81,47.7,2022-02-11T02:00:00,1644544800
2/11/2022 8:00,195,415.7,2022-02-11:01,31,18,125.7,89,54.3,2022-02-11T01:00:00,1644541200
2/11/2022 7:00,205,443.5,2022-02-11:00,35,10,137,97,61,2022-02-11T00:00:00,1644537600
2/11/2022 6:00,212,452.1,2022-02-10:23,35.3,12.7,144.3,102.33,69.3,2022-02-10T23:00:00,1644534000
2/11/2022 5:00,219,460.7,2022-02-10:22,35.7,15.3,151.7,107.67,77.7,2022-02-10T22:00:00,1644530400
2/11/2022 4:00,227,469.2,2022-02-10:21,36,18,159,113,86,2022-02-10T21:00:00,1644526800
2/11/2022 3:00,227,464.2,2022-02-10:20,35.3,21.3,160,113.67,88.7,2022-02-10T20:00:00,1644523200
2/11/2022 2:00,228,459.1,2022-02-10:19,34.7,24.7,161,114.33,91.3,2022-02-10T19:00:00,1644519600
2/11/2022 1:00,229,454,2022-02-10:18,34,28,162,115,94,2022-02-10T18:00:00,1644516000
2/11/2022 0:00,215,416.3,2022-02-10:17,30.3,33.3,146.7,104.33,82.7,2022-02-10T17:00:00,1644512400
2/10/2022 23:00,201,378.6,2022-02-10:16,26.7,38.7,131.3,93.67,71.3,2022-02-10T16:00:00,1644508800
2/10/2022 22:00,187,340.8,2022-02-10:15,23,44,116,83,60,2022-02-10T15:00:00,1644505200
2/10/2022 21:00,178,320.4,2022-02-10:14,20.7,47.7,106.7,76.33,53.7,2022-02-10T14:00:00,1644501600
2/10/2022 20:00,169,300,2022-02-10:13,18.3,51.3,97.3,69.67,47.3,2022-02-10T13:00:00,1644498000
2/10/2022 19:00,160,279.5,2022-02-10:12,16,55,88,63,41,2022-02-10T12:00:00,1644494400
2/10/2022 18:00,153,269,2022-02-10:11,14.3,59,80,57.33,38,2022-02-10T11:00:00,1644490800
2/10/2022 17:00,144,258.5,2022-02-10:10,12.7,63,72,51.67,35,2022-02-10T10:00:00,1644487200
2/10/2022 16:00,129,248,2022-02-10:09,11,67,64,46,32,2022-02-10T09:00:00,1644483600
2/10/2022 15:00,123,245.3,2022-02-10:08,11,64,61.3,44,33.7,2022-02-10T08:00:00,1644480000
2/10/2022 14:00,118,242.6,2022-02-10:07,11,61,58.7,42,35.3,2022-02-10T07:00:00,1644476400
2/10/2022 13:00,112,239.9,2022-02-10:06,11,58,56,40,37,2022-02-10T06:00:00,1644472800
2/10/2022 12:00,112,241.2,2022-02-10:05,12,51.7,55.7,39.67,39.7,2022-02-10T05:00:00,1644469200
2/10/2022 11:00,111,242.6,2022-02-10:04,13,45.3,55.3,39.33,42.3,2022-02-10T04:00:00,1644465600
2/10/2022 10:00,110,243.9,2022-02-10:03,14,39,55,39,45,2022-02-10T03:00:00,1644462000
2/10/2022 9:00,118,252.9,2022-02-10:02,17,34,59,42,48.7,2022-02-10T02:00:00,1644458400
2/10/2022 8:00,126,261.8,2022-02-10:01,20,29,63,45,52.3,2022-02-10T01:00:00,1644454800
2/10/2022 7:00,134,270.8,2022-02-10:00,23,24,67,48,56,2022-02-10T00:00:00,1644451200
2/10/2022 6:00,148,273.7,2022-02-09:23,22.3,26,74,53,59.7,2022-02-09T23:00:00,1644447600
2/10/2022 5:00,153,276.6,2022-02-09:22,21.7,28,81,58,63.3,2022-02-09T22:00:00,1644444000
2/10/2022 4:00,160,279.5,2022-02-09:21,21,30,88,63,67,2022-02-09T21:00:00,1644440400
2/10/2022 3:00,158,273.7,2022-02-09:20,20.7,31.7,86,61.33,66,2022-02-09T20:00:00,1644436800
